Nationality,Overall,Potential,Value,International Reputation,Age
France,65,84,1100000,1,18
England,65,65,425000,1,28
Netherlands,65,70,725000,1,23
France,65,73,800000,1,22
Denmark,65,65,375000,1,31
Portugal,65,68,675000,1,24
France,65,70,725000,1,24
France,65,71,625000,1,24
Argentina,65,72,650000,1,20
England,65,74,700000,1,22
Spain,65,75,850000,1,22
Denmark,65,79,1100000,1,18
Poland,65,67,550000,1,26
Spain,65,82,1000000,1,19
Germany,65,65,450000,1,28
Argentina,65,75,850000,1,22
England,65,65,300000,1,32
England,65,70,700000,1,23
Spain,65,73,675000,1,24
Denmark,65,69,600000,1,25
England,65,65,550000,1,29
Sweden,65,70,625000,1,23
France,65,68,550000,1,26
England,65,65,160000,1,34
Denmark,65,68,700000,1,25
France,65,76,800000,1,22
England,65,65,190000,2,36
Poland,65,67,450000,1,26
England,65,66,650000,1,25
Netherlands,65,66,525000,1,26
Italy,65,65,400000,1,29
Poland,65,68,550000,1,25
Germany,65,77,850000,1,20
France,65,65,475000,1,31
England,65,82,1200000,1,19
England,65,65,160000,1,34
England,65,74,825000,1,23
Switzerland,65,79,1100000,1,21
England,65,65,450000,1,27
England,65,75,875000,1,21
Netherlands,65,77,950000,1,19
Denmark,65,65,325000,1,33
Brazil,65,65,280000,1,34
Germany,65,76,925000,1,20
Netherlands,65,69,600000,1,23
Spain,65,76,900000,1,22
France,65,65,300000,1,32
Germany,65,65,350000,1,33
Italy,65,66,625000,1,26
Switzerland,65,69,700000,1,25
England,65,68,700000,1,24
Colombia,65,65,550000,1,28
Belgium,65,69,600000,1,21
Brazil,65,65,600000,1,26
Switzerland,65,79,1200000,1,21
England,65,65,220000,2,33
England,65,65,525000,1,29
Denmark,65,65,575000,1,27
Chile,65,66,525000,1,26
Wales,65,69,575000,1,24
England,65,65,160000,1,34
Switzerland,65,72,650000,1,22
Netherlands,65,68,700000,1,25
Colombia,65,65,550000,1,29
England,65,65,220000,1,33
Poland,65,68,550000,1,26
England,65,76,825000,1,22
France,65,84,1100000,1,17
France,65,66,500000,1,28
England,65,69,575000,1,24
Germany,65,74,725000,1,20
Italy,65,65,475000,1,31
Mexico,65,75,875000,1,20
Italy,65,70,700000,1,24
Denmark,65,65,120000,1,35
Argentina,65,75,675000,1,21
Netherlands,65,71,550000,1,23
Belgium,65,78,1100000,1,20
Spain,65,70,625000,1,22
Germany,65,76,900000,1,19
France,65,68,550000,1,25
France,65,75,850000,1,19
Mexico,65,70,700000,1,23
Germany,65,79,1100000,1,20
Italy,65,71,750000,1,24
England,65,77,975000,1,20
Belgium,65,77,950000,1,19
England,65,65,550000,1,28
Colombia,65,65,450000,1,28
Germany,65,74,625000,1,22
France,65,73,675000,1,22
England,65,65,400000,1,29
Sweden,65,67,550000,1,26
Switzerland,65,68,550000,1,26
Germany,65,65,500000,1,30
England,65,68,700000,1,24
Denmark,65,76,925000,1,22
Colombia,65,65,120000,1,35
Germany,65,77,975000,1,20
Wales,65,65,475000,1,31
Mexico,65,78,1100000,1,21
France,65,66,625000,1,26
Germany,65,65,425000,1,29
Mexico,65,76,825000,1,22
Brazil,65,68,700000,1,24
Wales,65,65,500000,1,30
Belgium,65,72,650000,1,22
Germany,65,76,925000,1,21
France,65,65,375000,2,29
England,65,72,650000,1,23
Italy,65,68,550000,1,26
Germany,65,69,700000,1,23
England,65,72,650000,1,22
Germany,65,72,650000,1,22
Poland,65,65,400000,1,30
Spain,65,71,525000,1,25
Germany,65,65,400000,1,30
Germany,65,77,975000,1,20
Netherlands,65,65,425000,1,28
Argentina,65,65,350000,1,30
Belgium,65,72,650000,1,22
France,65,72,650000,1,22
Spain,65,70,600000,1,25
France,65,78,925000,1,20
Germany,65,65,550000,1,29
Italy,65,66,625000,1,26
England,65,65,525000,1,28
England,65,65,575000,1,27
Italy,65,68,675000,1,26
England,65,65,600000,1,26
Colombia,65,65,475000,1,25
Wales,65,67,675000,1,25
France,65,74,725000,1,22
Portugal,65,79,1100000,1,20
England,65,65,550000,1,28
Germany,65,70,725000,1,23
Mexico,65,76,800000,1,21
Portugal,65,65,210000,1,33
Italy,65,65,400000,1,32
Spain,65,65,425000,1,29
Netherlands,65,75,775000,1,21
Mexico,65,68,675000,1,25
Netherlands,65,72,750000,1,22
Germany,65,65,375000,1,29
Italy,65,68,675000,1,24
England,65,77,850000,1,20
Argentina,65,65,70000,1,36
Chile,65,65,450000,1,26
England,65,72,750000,1,23
England,65,70,525000,1,25
Argentina,65,65,575000,1,27
Netherlands,65,68,575000,1,25
England,65,74,700000,1,22
Poland,65,65,450000,1,27
Switzerland,65,70,600000,1,24
Colombia,65,65,300000,1,32
Netherlands,65,75,775000,1,20
England,65,76,800000,1,20
Spain,65,78,850000,1,18
Germany,65,65,250000,1,35
Spain,65,72,650000,1,24
France,65,65,550000,1,29
England,65,69,700000,1,24
Sweden,65,70,725000,1,24
Colombia,65,68,550000,1,26
Uruguay,65,75,775000,1,20
Germany,65,66,500000,1,28
Colombia,65,68,675000,1,25
Spain,65,70,700000,1,25
Uruguay,65,65,500000,1,30
Germany,65,71,750000,1,22
England,65,73,600000,1,24
Denmark,65,69,700000,1,24
Italy,65,70,600000,1,22
Netherlands,65,73,675000,1,21
Spain,65,77,775000,1,21
Wales,65,86,1100000,1,17
England,65,75,825000,1,19
Italy,65,75,875000,1,21
Belgium,65,67,525000,1,26
England,65,71,725000,1,23
Italy,65,70,700000,1,25
Uruguay,65,65,130000,1,35
England,65,76,925000,1,21
Portugal,65,72,650000,1,23
Spain,65,65,475000,1,31
England,65,72,775000,1,23
Sweden,65,65,170000,2,37
France,65,71,625000,1,24
Sweden,65,65,475000,1,31
Colombia,65,65,550000,1,28
Sweden,65,77,775000,1,21
France,65,67,450000,1,28
Germany,65,65,575000,1,27
Spain,65,73,675000,1,22
Italy,65,65,400000,1,30
France,65,65,425000,1,32
Colombia,65,71,625000,1,25
Colombia,65,67,525000,1,26
England,65,79,1200000,1,20
Italy,65,81,1200000,1,19
Germany,65,72,775000,1,21
England,65,68,675000,1,24
Poland,65,68,575000,1,24
Belgium,65,72,775000,1,21
Spain,65,70,625000,1,24
Sweden,65,69,675000,1,25
Germany,65,66,625000,1,26
Colombia,65,70,600000,1,24
Spain,65,77,775000,1,20
Switzerland,65,74,700000,1,22
Italy,65,71,625000,1,23
England,65,69,725000,1,24
England,65,77,850000,1,21
Germany,65,72,775000,1,22
Netherlands,65,68,575000,1,24
Mexico,65,72,775000,1,22
France,65,66,625000,1,27
England,65,75,675000,1,22
Spain,65,68,475000,1,28
Spain,65,73,700000,1,21
Denmark,65,65,230000,1,35
Italy,65,68,700000,1,25
Argentina,65,71,525000,1,25
Croatia,65,65,550000,1,28
Argentina,65,69,700000,1,25
England,65,66,625000,1,26
England,65,75,750000,1,22
Portugal,65,65,400000,1,32
Germany,65,70,725000,1,24
Switzerland,65,69,600000,1,24
Colombia,65,65,400000,1,29
England,65,73,675000,1,22
England,65,77,975000,1,20
England,65,68,675000,1,26
Germany,65,69,600000,1,25
Mexico,65,66,625000,1,26
England,65,82,1000000,1,19
Colombia,65,65,450000,1,26
Sweden,65,65,425000,1,28
Switzerland,65,74,825000,1,22
England,65,65,475000,1,31
Germany,65,68,675000,1,25
Mexico,65,65,300000,1,32
Spain,65,65,500000,1,30
Mexico,65,65,500000,1,30
Germany,65,65,550000,1,28
Netherlands,65,67,450000,1,28
Spain,65,75,775000,1,21
Italy,65,65,550000,1,28
France,65,65,575000,1,27
England,65,65,400000,1,30
France,65,68,550000,1,25
Netherlands,65,65,525000,1,29
Brazil,65,66,650000,1,25
Argentina,65,65,550000,1,27
Italy,65,79,1200000,1,21
England,65,72,750000,1,23
Croatia,65,72,775000,1,21
Italy,65,71,725000,1,23
Switzerland,65,72,650000,1,23
Brazil,65,72,650000,1,23
Sweden,65,66,500000,1,28
Argentina,65,70,600000,1,25
Colombia,65,70,700000,1,24
Belgium,65,71,625000,1,22
Germany,65,72,750000,1,22
Argentina,65,67,450000,1,29
England,65,65,550000,1,28
Italy,65,66,625000,1,26
Italy,65,66,650000,1,26
Colombia,65,65,400000,1,30
England,65,65,220000,1,33
Italy,65,66,525000,1,25
Germany,65,66,500000,1,28
Netherlands,65,65,575000,1,27
Brazil,65,74,725000,1,21
Netherlands,65,73,800000,1,21
Chile,65,70,625000,1,24
Germany,65,65,400000,1,32
Poland,64,70,525000,1,24
Germany,64,71,650000,1,20
Poland,64,64,300000,1,29
Germany,64,68,575000,1,24
Italy,64,75,775000,1,21
Germany,64,70,525000,1,23
Chile,64,64,170000,1,33
England,64,64,350000,1,29
England,64,71,650000,1,23
England,64,76,800000,1,22
Sweden,64,73,600000,1,22
Switzerland,64,78,875000,1,19
Italy,64,66,525000,1,26
Brazil,64,64,140000,1,34
Colombia,64,70,600000,1,24
Poland,64,65,450000,1,26
Wales,64,69,600000,1,23
Portugal,64,64,375000,1,31
Poland,64,65,425000,1,27
France,64,68,600000,1,24
Spain,64,73,600000,1,24
Denmark,64,66,450000,1,26
England,64,64,350000,1,32
Switzerland,64,72,650000,1,23
Belgium,64,75,600000,1,20
Wales,64,66,450000,1,24
England,64,73,525000,1,23
Colombia,64,76,700000,1,22
France,64,76,650000,1,20
Colombia,64,77,850000,1,20
Spain,64,72,675000,1,21
Sweden,64,64,400000,1,31
Sweden,64,71,650000,1,24
England,64,77,850000,1,19
Germany,64,74,750000,1,21
Argentina,64,79,875000,1,19
France,64,64,260000,1,32
England,64,78,900000,1,20
Colombia,64,64,160000,1,36
Brazil,64,64,140000,1,34
England,64,79,1000000,1,20
England,64,64,375000,1,27
Germany,64,69,500000,1,24
Chile,64,68,475000,1,25
Germany,64,64,350000,1,32
Germany,64,70,525000,1,23
Brazil,64,69,500000,1,25
England,64,66,450000,1,25
Germany,64,64,350000,1,28
France,64,71,550000,1,23
Colombia,64,69,600000,1,25
England,64,64,350000,1,32
Brazil,64,64,325000,1,30
Sweden,64,65,425000,1,27
Wales,64,73,600000,1,22
England,64,64,220000,1,34
England,64,66,525000,1,26
Poland,64,64,375000,1,27
Italy,64,75,600000,1,20
England,64,79,875000,1,19
Chile,64,67,550000,1,25
Mexico,64,65,525000,1,27
Colombia,64,70,450000,1,24
Belgium,64,75,675000,1,20
Netherlands,64,78,875000,1,19
Switzerland,64,64,60000,1,36
Italy,64,78,900000,1,20
England,64,75,675000,1,21
Mexico,64,65,425000,1,27
Germany,64,64,300000,1,27
Italy,64,67,575000,1,24
Wales,64,75,675000,1,20
Colombia,64,64,475000,1,26
Italy,64,64,110000,1,35
England,64,64,475000,1,26
Uruguay,64,67,375000,1,27
Germany,64,66,450000,1,26
Spain,64,70,450000,1,25
Brazil,64,64,475000,1,26
Italy,64,69,500000,1,23
Chile,64,71,625000,1,24
Mexico,64,74,725000,1,21
Netherlands,64,68,575000,1,24
Colombia,64,74,550000,1,23
Argentina,64,64,325000,1,30
England,64,71,550000,1,21
Denmark,64,75,775000,1,21
Italy,64,80,850000,1,18
Italy,64,64,350000,1,29
Argentina,64,64,260000,1,32
Spain,64,64,450000,1,29
Germany,64,72,675000,1,21
France,64,80,900000,1,17
Germany,64,69,500000,1,23
Colombia,64,75,650000,1,19
Argentina,64,67,475000,1,24
Spain,64,68,500000,1,25
Spain,64,72,575000,1,23
Poland,64,64,30000,1,37
England,64,72,675000,1,22
Croatia,64,64,60000,1,36
Portugal,64,75,675000,1,20
Sweden,64,64,375000,1,31
England,64,65,550000,2,26
Sweden,64,64,170000,1,33
Brazil,64,69,600000,1,25
Brazil,64,68,575000,1,24
Germany,64,69,600000,1,24
Germany,64,67,575000,1,25
France,64,72,675000,1,21
Netherlands,64,80,800000,1,17
Spain,64,74,625000,1,22
England,64,77,775000,1,21
Brazil,64,64,425000,1,30
Uruguay,64,81,975000,1,19
England,64,64,425000,1,30
Germany,64,68,600000,1,24
Germany,64,75,775000,1,20
Germany,64,69,625000,1,24
Spain,64,80,875000,1,19
England,64,69,425000,1,25
France,64,75,600000,1,20
Argentina,64,78,900000,1,20
Brazil,64,64,425000,1,30
Netherlands,64,72,575000,1,21
France,64,65,550000,1,26
Germany,64,65,375000,1,28
Colombia,64,64,475000,1,28
Mexico,64,72,675000,1,22
Germany,64,65,550000,1,26
Colombia,64,69,600000,1,25
Sweden,64,64,425000,1,29
France,64,75,750000,1,19
Mexico,64,65,450000,1,26
Poland,64,69,500000,1,23
England,64,68,500000,1,23
Poland,64,70,625000,1,22
Poland,64,74,750000,1,21
Spain,64,64,325000,1,30
Poland,64,72,575000,1,21
Brazil,64,69,625000,1,23
Italy,64,70,525000,1,25
France,64,72,575000,1,22
England,64,64,300000,1,31
Brazil,64,67,475000,1,25
Croatia,64,69,500000,1,23
Chile,64,64,450000,1,29
Colombia,64,64,350000,1,29
Chile,64,75,775000,1,22
Poland,64,64,140000,1,34
England,64,78,825000,1,21
Denmark,64,64,375000,1,28
Denmark,64,67,575000,1,24
Germany,64,76,725000,1,20
England,64,74,725000,1,22
Italy,64,70,525000,1,22
Germany,64,69,600000,1,21
Italy,64,64,400000,1,26
Colombia,64,72,575000,1,21
Brazil,64,64,425000,1,30
Poland,64,64,325000,1,30
Denmark,64,71,525000,1,23
Argentina,64,71,525000,1,23
Belgium,64,71,550000,1,22
Poland,64,71,525000,1,22
Argentina,64,71,625000,1,23
Brazil,64,74,550000,1,22
Germany,64,65,525000,1,26
Germany,64,67,475000,1,26
Denmark,64,71,650000,1,23
Colombia,64,73,600000,1,22
Germany,64,66,450000,1,26
Germany,64,79,950000,1,19
England,64,65,550000,1,26
Germany,64,67,575000,1,25
France,64,75,750000,1,19
France,64,80,975000,1,19
Germany,64,64,425000,1,30
Sweden,64,67,550000,1,25
Argentina,64,74,625000,1,22
England,64,72,575000,1,21
England,64,80,950000,1,19
France,64,66,450000,1,26
England,64,67,475000,1,26
Spain,64,77,700000,1,18
England,64,64,375000,1,27
Mexico,64,72,575000,1,23
Chile,64,64,260000,1,32
Spain,64,75,775000,1,20
Chile,64,64,350000,1,29
Chile,64,72,650000,1,22
Spain,64,72,650000,1,21
Argentina,64,69,500000,1,25
Italy,64,80,975000,1,19
Germany,64,69,500000,1,23
Italy,64,74,600000,1,19
Italy,64,64,280000,1,33
Denmark,64,64,350000,1,28
Colombia,64,72,675000,1,23
Belgium,64,73,700000,1,20
Denmark,64,75,750000,1,19
Spain,64,80,975000,1,19
Argentina,64,64,425000,1,29
Italy,64,70,525000,1,23
Spain,64,73,675000,1,22
Switzerland,64,64,300000,1,31
Belgium,64,71,650000,1,23
Mexico,64,64,425000,1,29
Switzerland,64,64,375000,1,27
Germany,64,84,850000,1,18
Chile,64,64,170000,1,33
Mexico,64,78,1000000,1,20
Italy,64,73,700000,1,20
Germany,64,70,525000,1,24
England,64,64,130000,1,34
Spain,64,79,825000,1,18
Portugal,64,74,725000,1,21
Sweden,64,72,575000,1,22
Mexico,64,64,350000,1,29
Spain,64,64,475000,1,28
England,64,74,550000,1,22
Mexico,64,69,500000,1,25
Germany,64,64,400000,1,31
Croatia,64,68,500000,1,24
England,64,79,925000,1,18
France,64,69,425000,1,24
England,64,79,900000,1,20
England,64,81,925000,1,18
Uruguay,64,64,325000,1,26
Croatia,64,81,975000,1,19
Argentina,64,69,500000,1,26
France,64,66,550000,1,25
France,64,76,800000,1,20
England,64,64,475000,1,27
Switzerland,64,75,775000,1,22
Italy,64,64,425000,1,30
Colombia,64,66,550000,1,26
Chile,64,69,600000,1,25
France,64,79,875000,1,19
Germany,64,68,600000,1,23
Croatia,64,70,625000,1,22
Portugal,64,64,325000,1,30
Colombia,64,68,475000,1,26
Brazil,64,64,140000,1,34
England,64,64,475000,1,27
England,64,70,525000,1,24
England,64,69,500000,1,22
Sweden,64,64,425000,1,30
Germany,64,68,500000,1,22
Germany,64,64,110000,1,35
England,64,64,150000,1,36
Italy,64,64,350000,1,32
England,64,64,450000,1,28
England,64,74,625000,1,22
Switzerland,64,76,800000,1,21
Spain,64,74,650000,1,20
England,64,75,775000,1,21
Germany,64,65,525000,1,27
Netherlands,64,69,425000,1,24
Colombia,64,76,700000,1,21
England,64,64,425000,1,29
Spain,64,67,475000,1,26
Switzerland,64,65,425000,1,27
France,64,65,425000,1,26
England,64,64,475000,1,26
England,64,68,600000,1,23
Argentina,64,69,500000,1,25
Netherlands,64,74,725000,1,20
England,64,68,500000,1,24
England,64,69,500000,1,24
England,64,79,875000,1,19
Spain,64,64,270000,1,33
Argentina,64,74,625000,1,21
England,64,78,975000,1,20
Germany,64,76,800000,1,21
France,64,70,525000,1,24
Spain,64,73,700000,1,21
England,64,70,525000,1,21
Sweden,64,68,425000,1,23
Argentina,64,71,525000,1,24
Spain,64,76,800000,1,20
Italy,64,73,675000,1,22
Brazil,64,64,140000,1,34
Belgium,64,64,375000,1,27
England,64,67,475000,1,26
France,64,79,800000,1,19
Colombia,64,79,875000,1,19
Switzerland,64,79,950000,1,19
Sweden,64,69,500000,1,24
France,64,75,675000,1,23
France,64,86,1000000,1,16
Colombia,64,64,180000,1,34
Argentina,64,68,425000,1,25
Chile,64,72,575000,1,22
Brazil,64,64,500000,1,26
Germany,64,70,525000,1,21
Poland,64,64,300000,1,31
England,64,76,725000,1,20
Germany,64,64,375000,1,28
Germany,64,74,650000,1,20
England,64,64,425000,1,30
Colombia,64,64,375000,1,27
Italy,64,64,350000,1,28
Italy,64,65,400000,1,28
Mexico,64,64,375000,1,31
Wales,64,70,525000,1,22
Germany,64,73,600000,1,22
Belgium,64,72,575000,1,21
Colombia,64,73,600000,1,22
Portugal,64,68,600000,1,23
Denmark,64,69,500000,1,25
Argentina,64,64,170000,1,33
Germany,64,64,375000,1,28
Poland,64,72,675000,1,21
Argentina,64,71,550000,1,21
Sweden,64,70,625000,1,21
Argentina,64,64,475000,1,28
France,64,66,450000,1,27
Chile,64,64,110000,1,35
England,64,68,600000,1,22
Brazil,64,64,425000,1,30
England,64,67,475000,1,26
Denmark,64,64,270000,1,33
England,64,71,525000,1,25
England,64,64,270000,1,31
Germany,64,72,675000,1,22
England,64,64,180000,1,33
Belgium,64,77,850000,1,19
Chile,64,65,400000,1,29
Denmark,64,65,425000,1,26
Argentina,64,75,775000,1,22
Italy,64,64,220000,1,34
Chile,64,64,350000,1,29
Poland,64,64,230000,1,33
Germany,64,65,400000,1,28
Germany,64,67,475000,1,25
Netherlands,64,75,675000,1,20
Sweden,64,64,300000,1,31
Colombia,64,64,325000,1,30
Switzerland,64,65,350000,1,29
England,64,67,400000,1,26
Denmark,64,64,475000,1,27
Germany,64,70,600000,1,23
Germany,64,64,350000,1,28
Argentina,64,64,190000,1,35
Brazil,64,72,675000,1,22
France,64,64,350000,1,29
France,64,70,525000,1,24
Brazil,64,64,425000,1,30
Switzerland,64,64,325000,1,30
Denmark,64,70,625000,1,23
Belgium,64,66,550000,1,26
France,64,64,400000,1,31
Spain,64,68,575000,1,24
England,64,70,525000,1,22
France,64,72,675000,1,22
Argentina,64,73,675000,1,22
Uruguay,64,71,625000,1,23
Spain,64,82,925000,1,18
France,64,74,625000,1,20
Croatia,64,72,650000,1,22
Germany,64,73,525000,1,23
Colombia,64,66,425000,1,28
Spain,64,79,1000000,1,21
France,64,78,850000,1,18
Spain,64,78,800000,1,19
Germany,64,72,575000,1,22
Germany,64,75,600000,1,20
France,64,81,850000,1,18
Germany,64,66,450000,1,26
England,64,82,950000,1,18
Poland,64,67,575000,1,23
England,64,85,975000,1,17
Brazil,64,64,425000,1,30
England,64,75,675000,1,21
England,64,83,800000,1,17
Argentina,64,70,625000,1,24
Germany,64,70,525000,1,23
Germany,64,72,575000,1,22
England,64,64,475000,1,28
Germany,64,67,475000,1,23
Germany,64,64,350000,1,29
Italy,64,74,725000,1,19
Sweden,64,64,350000,1,32
Germany,64,65,425000,1,26
Poland,64,65,425000,1,26
Argentina,64,64,425000,1,29
Spain,64,74,650000,1,21
Spain,64,81,975000,1,19
Italy,64,64,425000,1,30
Belgium,64,75,675000,1,20
France,64,77,775000,1,20
England,64,70,525000,1,21
France,64,69,500000,1,24
Spain,64,84,925000,1,18
England,64,65,550000,1,26
Belgium,64,64,60000,1,36
Wales,64,70,525000,1,23
France,64,77,800000,1,18
France,64,65,400000,1,28
Mexico,64,74,725000,1,21
France,64,68,575000,1,25
Spain,64,71,650000,1,21
England,64,69,425000,1,23
Poland,64,64,325000,1,30
Denmark,64,64,300000,1,29
Spain,64,66,550000,1,24
Chile,64,77,850000,1,19
Colombia,64,69,425000,1,25
England,64,64,140000,1,36
Belgium,64,69,600000,1,23
France,64,70,450000,1,21
Sweden,64,73,600000,1,21
Brazil,64,64,240000,1,34
England,64,64,400000,1,31
France,64,71,650000,1,21
France,64,74,725000,1,22
Sweden,64,69,600000,1,25
Belgium,64,79,925000,1,18
Sweden,64,64,300000,1,31
Sweden,64,69,500000,1,23
England,64,74,725000,1,21
Argentina,64,80,975000,1,19
Germany,64,72,650000,1,21
England,64,82,975000,1,19
England,64,79,925000,1,18
Mexico,64,75,750000,1,19
France,64,64,300000,1,31
England,64,67,475000,1,26
Spain,64,74,725000,1,20
Spain,64,73,600000,1,22
Wales,64,79,1000000,1,20
France,64,75,775000,1,22
Croatia,64,64,475000,1,26
Brazil,64,74,625000,1,21
Germany,64,67,375000,1,27
England,64,70,625000,1,23
Germany,64,73,525000,1,22
France,64,66,450000,1,25
England,64,70,625000,1,23
Spain,64,67,550000,1,25
Denmark,64,69,500000,1,24
Wales,64,67,475000,1,24
Wales,64,69,600000,1,22
Colombia,64,64,475000,1,26
Germany,64,67,475000,1,24
England,64,64,400000,1,31
Poland,64,69,625000,1,22
Italy,64,64,280000,1,33
Mexico,64,75,750000,1,22
France,64,74,725000,1,21
Argentina,64,71,550000,1,23
Colombia,64,73,600000,1,24
Brazil,64,76,725000,1,20
Sweden,64,67,375000,1,27
Mexico,64,75,675000,1,22
England,64,74,650000,1,20
Argentina,64,64,350000,1,32
Chile,64,64,260000,1,32
France,64,75,700000,1,16
Germany,64,64,375000,1,27
England,64,64,270000,1,33
Denmark,64,74,725000,1,21
Sweden,64,64,140000,1,34
France,64,73,700000,1,22
France,64,64,300000,1,31
Italy,64,64,450000,1,28
Spain,64,76,725000,1,20
Netherlands,64,77,800000,1,18
England,64,64,375000,1,28
England,64,67,475000,1,26
Wales,64,64,60000,1,37
England,64,64,300000,1,31
Italy,64,69,500000,1,26
Spain,64,71,625000,1,22
Argentina,64,73,600000,1,21
Sweden,64,64,450000,1,29
Colombia,64,73,600000,1,22
Mexico,64,76,775000,1,19
Germany,64,64,325000,1,30
Colombia,64,75,775000,1,21
Germany,64,66,450000,1,26
England,64,84,975000,1,19
Sweden,64,75,775000,1,21
Switzerland,64,77,875000,1,20
Wales,64,66,450000,1,26
Germany,64,71,550000,1,23
England,64,64,300000,1,29
England,64,64,140000,1,34
England,64,66,450000,1,25
Mexico,64,65,525000,1,26
Italy,64,81,925000,1,18
Spain,64,71,550000,1,21
Sweden,64,64,425000,1,29
Germany,64,64,180000,1,33
Brazil,64,64,140000,1,34
Denmark,64,70,525000,1,23
Argentina,64,69,600000,1,23
Portugal,64,69,600000,1,23
England,64,64,500000,1,26
France,64,64,400000,1,25
France,64,72,675000,1,22
Italy,64,64,475000,1,27
Chile,64,64,450000,1,29
Belgium,64,70,625000,1,22
Argentina,64,64,450000,1,29
Netherlands,64,66,375000,1,27
Chile,64,77,700000,1,18
Mexico,64,70,600000,1,24
Uruguay,64,70,625000,1,24
Spain,64,83,950000,1,18
England,64,70,600000,1,24
Argentina,64,68,400000,1,27
Argentina,64,65,525000,1,26
Switzerland,64,66,450000,1,27
Argentina,64,72,575000,1,22
Colombia,64,68,400000,1,27
Mexico,64,64,110000,1,35
France,64,73,600000,1,21
England,64,64,60000,1,36
Germany,64,64,350000,1,29
Germany,64,64,475000,1,28
Italy,64,64,450000,1,29
Colombia,64,64,475000,1,27
Denmark,64,72,575000,1,23
England,64,75,750000,1,22
Spain,64,80,1000000,1,20
Spain,64,83,875000,1,19
Switzerland,64,70,450000,1,25
Chile,64,64,425000,1,30
Spain,64,73,700000,1,22
Germany,64,65,525000,1,26
Colombia,64,75,675000,1,22
Belgium,64,72,500000,1,22
Spain,64,78,950000,1,18
Colombia,64,73,700000,1,22
Denmark,64,68,575000,1,24
